Надо брать	Текст сообщения	Дата	Время	Канал	Тайминг	Компания
Не важно	❗️🇷🇺#авто #россия #макро КАБМИН РФ УТВЕРДИЛ ОБНОВЛЕННУЮ СТРАТЕГИЮ РАЗВИТИЯ АВТОМОБИЛЬНОЙ ПРОМЫШЛЕННОСТИ ДО 2035 ГОДА – МИШУСТИН Правительство актуализировало стратегию развития автопрома до 2035 года — подробнее	31.08.2026	10:37	Market Twits	31.08.2026 10:37:00	
Важно	⚠️🇪🇺🇷🇺#санкции #россия Politico: ЕС внесет 1,6 тыс. физических и юридических лиц в новый пакет санкций против России Новый пакет станет "одним из самых крупных" с начала украинского конфликта.	31.08.2026	10:41	Market Twits	31.08.2026 10:41:00	
Не важно	🇷🇺#nev #авто #россия ТАСС: Мантуров: четверть автопроизводства к 2035 году будет занята электрокарами и гибридами	31.08.2026	10:43	Market Twits	31.08.2026 10:43:00	
Возможно	Тренд на увеличение объема наличных в экономике пока сохраняется, и, на наш взгляд, здесь уже нужны меры регулятора для поддержки финансового рынка — финдиректор Сбера Скворцов в интервью ТАСС #SBER - 1п 2026г успешное, результаты за июль хорошие, сохраняется положительный тренд, но повторить результаты 1п будет непросто - В ноябре на Дне инвестора будет представлена новая стратегия - По данным «Сбериндекса», за последние недели расходы населения на маркетплейсах стали на 15% ниже, чем месяц-два назад. Читать далее 👉 https://smartlab.news/i/202452 мы в max	31.08.2026	10:46	Смарт Лаб	31.08.2026 10:46:00	
Не важно	#Авто #Электрокары КАБМИН РФ УТВЕРДИЛ ОБНОВЛЕННУЮ СТРАТЕГИЮ РАЗВИТИЯ АВТОМОБИЛЬНОЙ ПРОМЫШЛЕННОСТИ ДО 2035 ГОДА – МИШУСТИН Мантуров: четверть автопроизводства к 2035 году будет занята электрокарами и гибридами	31.08.2026	10:46	Шпион РЦБ	31.08.2026 10:46:00	
Не важно	🇨🇳🇰🇬🇷🇺#китай #кыргызстан #россия Си Цзиньпин заявил о готовности расширять сотрудничество с Кыргызстаном. Путин отметил успешное развитие отношений между Россией и Кыргызстаном в духе стратегического партнерства и союзничества.	31.08.2026	10:49	Market Twits	31.08.2026 10:49:00	
Возможно	Эксперт РА понизил кредитный рейтинг "Биннофарм Групп" до уровня ruA- и снял статус "под наблюдением" Читать далее 👉 https://smartlab.news/i/202453 мы в max	31.08.2026	10:50	Смарт Лаб	31.08.2026 10:50:00	
Возможно	Эксперт РА понизил кредитные рейтинги облигаций Сегежи Групп до уровня ruB (ранее ruBB-) #SGZH Читать далее 👉 https://smartlab.news/i/202454 мы в max	31.08.2026	10:51	Смарт Лаб	31.08.2026 10:51:00	
Не важно	Экспорт удобрений из РФ в США по итогам 1п 2026г вырос на четверть — глава Российского экспортного центра #PHOR Читать далее 👉 https://smartlab.news/i/202455 мы в max	31.08.2026	10:55	Смарт Лаб	31.08.2026 10:55:00	
	Европейская Электротехника Отчет МСФО Читать далее 👉 https://smartlab.news/i/202456 #EELT	31.08.2026	10:57	Смарт Лаб	31.08.2026 10:57:00	
Возможно	ЮжУралНикель РСБУ 1п 2026г: 📉Выручка ₽63,44 млн (-33,5% г/г) 📈Чистая прибыль ₽43,18 млн против убытка ₽63,81 млн годом ранее Читать далее 👉 https://smartlab.news/i/202457 #UNKL	31.08.2026	10:58	Смарт Лаб	31.08.2026 10:58:00	
Не важно	✴️🇷🇺#крипто #россия РАКИБ объявила о создании нового совета, который займется развитием финансовых институтов в сфере оборота криптовалют. В организации считают эту структуру первым практическим шагом к появлению СРО для участников российского рынка цифровых активов.	31.08.2026	11:00	Market Twits	31.08.2026 11:00:00	
Возможно	⚠️🇺🇦#украина #геополитика Вслед за США, Британия, Нидерланды, Италия и Германия призвали своих граждан не посещать Украину	31.08.2026	11:02	Market Twits	31.08.2026 11:02:00	
Возможно	МНЕНИЕ: Мы ожидаем увидеть существенные промежуточные дивиденды Лукойла, предполагающие доходность около 12% за 1П26 — АТОН #LKOH Читать далее 👉 https://smartlab.news/i/202458 мы в max	31.08.2026	11:02	Смарт Лаб	31.08.2026 11:02:00	
Возможно	⚠️🇮🇷#иран #геополитика Перспектива скорой военной победы США над Ираном кажется маловероятной — NYT	31.08.2026	11:04	Market Twits	31.08.2026 11:04:00	
